Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Total_Purchases,Average_Spend,Family_Size,Age,Engagement,Spending_Ratio
Master,Married,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,450,14,30.0,2,70,0.2641509433962264,0.007251164214698916
Graduation,Married,72063.0,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,758,19,37.9,2,47,4.75,0.010518428063943161
PhD,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,1507,19,75.35,1,75,0.3275862068965517,0.019090448441854573
Graduation,Single,42720.0,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,654,17,36.333333333333336,3,61,1.7,0.015308630415954682
Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,81,6,11.571428571428571,3,54,0.2608695652173913,0.0024090652232103024
PhD,Together,6835.0,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,137,1,68.5,2,69,0.012987012987012988,0.020040959625511997
Graduation,Together,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,16,3,4.0,3,73,0.034482758620689655,0.00038597930185993776
PhD,Single,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,93,6,13.285714285714286,2,61,0.09230769230769231,0.0022815926989033634
PhD,Together,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,1158,17,64.33333333333333,1,68,0.18681318681318682,0.015595749552194582
Master,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,43,4,8.6,3,71,0.05,0.0008410757946210269
Graduation,Single,72258.0,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,1525,20,72.61904761904762,2,55,0.6896551724137931,0.021104637484603995
PhD,Single,71466.0,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,1230,18,64.73684210526316,1,52,0.20689655172413793,0.01721074062154561
Graduation,Together,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,29,4,5.8,3,50,0.09302325581395349,0.0007992503582846433
Graduation,Single,20587.0,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,25,4,5.0,2,56,0.1,0.0012142995919953371
Graduation,Married,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,24,3,6.0,2,54,0.3333333333333333,0.0007877116975187081
Graduation,Together,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,38,4,7.6,2,54,0.0975609756097561,0.0012028742363331328
Basic,Married,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,57,5,9.5,2,40,0.8333333333333334,0.0027905610496426125
Master,Together,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,47,7,5.875,3,66,0.07216494845360824,0.0027413240011665207
PhD,Divorced,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,813,18,42.78947368421053,2,58,0.6206896551724138,0.019100199694584753
Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,629,16,37.0,2,48,0.6956521739130435,0.014365978439612645
Graduation,Divorced,40780.0,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,377,13,26.928571428571427,2,50,0.41935483870967744,0.009244501115715651
Master,Together,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,1612,13,115.14285714285714,1,81,0.2826086956521739,0.02564918533604888
PhD,Married,82017.0,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,729,16,42.88235294117647,1,69,0.2711864406779661,0.008888292813772587
Graduation,Single,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,50,5,8.333333333333334,1,76,0.1,0.0029737123825383607
Graduation,Married,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,270,11,22.5,3,48,0.2894736842105263,0.005266443005383475
Graduation,Single,46524.0,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,177,7,22.125,2,65,0.09859154929577464,0.0038044062332079527
Master,Single,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,315,12,24.23076923076923,1,64,0.35294117647058826,0.00697149433427762
PhD,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,767,20,36.523809523809526,2,72,0.20202020202020202,0.010891482775269091
2n Cycle,Divorced,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,1071,23,44.625,2,61,1.2777777777777777,0.01780193477610452
Graduation,Together,73926.0,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,1580,23,65.83333333333333,1,53,0.41818181818181815,0.021372434969632204
Graduation,Married,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,60,7,7.5,2,58,0.175,0.0031039834454216243
Master,Married,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,573,17,31.833333333333332,2,56,0.2073170731707317,0.009260905403002926
Graduation,Widow,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,41,4,8.2,3,70,0.05555555555555555,0.0008726189209322125
Graduation,Married,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,170,7,21.25,3,75,0.1111111111111111,0.004879588966388243
PhD,Single,82716.0,0,0,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,1167,27,41.67857142857143,1,82,3.0,0.014108345322001524
Graduation,Married,48192.0,0,0,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,1526,22,66.34782608695652,1,68,0.2857142857142857,0.031664349594339426
Master,Married,49681.0,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,458,15,28.625,3,50,0.22388059701492538,0.009218630489915865
Master,Married,56850.0,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,63,5,10.5,2,55,0.05952380952380952,0.001108159926826265
Graduation,Married,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,405,13,28.928571428571427,2,69,0.4482758620689655,0.007327929362379677
Graduation,Married,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,1027,13,73.35714285714286,3,54,0.14772727272727273,0.017212194345282986
Graduation,Single,72504.0,0,1,2013-04-06,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,1478,20,70.38095238095238,2,54,0.45454545454545453,0.02038480104820357
Graduation,Married,26872.0,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,72,4,14.4,1,45,4.0,0.002679269154913854
Graduation,Single,21359.0,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,48,5,8.0,2,54,2.5,0.0022471910112359553
Graduation,Single,73170.0,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,726,15,45.375,1,51,7.5,0.009921963619466729
Master,Married,52750.0,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,860,21,39.09090909090909,2,71,0.2876712328767123,0.016303008473773008
PhD,Together,91820.0,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,1497,22,65.08695652173913,1,40,0.3013698630136986,0.016303459992812103
PhD,Together,65968.0,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,495,16,29.11764705882353,2,56,1.2307692307692308,0.007503524382664585
Graduation,Married,30772.0,1,1,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,20,3,5.0,3,50,0.03333333333333333,0.0006499203847528678
Graduation,Single,22507.0,0,0,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,570,16,33.529411764705884,1,72,0.23529411764705882,0.02532432912742136
Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,769,20,36.61904761904762,2,54,0.36363636363636365,0.011707213104771184
2n Cycle,Married,25804.0,1,0,2013-09-01,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,55,5,9.166666666666666,2,48,0.14285714285714285,0.0021313698895562877
PhD,Single,76412.0,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,1808,17,100.44444444444444,1,46,1.0625,0.023660895397380026
Graduation,Married,22063.0,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,55,5,9.166666666666666,2,54,0.11363636363636363,0.002492748368382886
Graduation,Single,57091.0,0,0,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,577,17,32.05555555555556,1,65,17.0,0.010106494780354516
Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,162,7,20.25,1,63,0.09333333333333334,0.007225691347011597
Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1957,19,97.85,2,67,0.3064516129032258,0.022296404320284374
2n Cycle,Divorced,78353.0,0,1,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,1576,23,65.66666666666667,2,67,0.4423076923076923,0.02011384230543431
Graduation,Married,93404.0,1,2,2013-05-07,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,1616,14,107.73333333333333,4,72,0.14285714285714285,0.017301001017076174
Graduation,Divorced,37859.0,1,2,2013-01-12,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,36,4,7.2,4,64,0.05263157894736842,0.0009508716323296355
PhD,Widow,80995.0,0,1,2013-05-11,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,1482,21,67.36363636363636,2,68,0.25,0.018297199861721566
Graduation,Together,16529.0,1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,22,4,4.4,2,42,0.16666666666666666,0.0013309134906231096
PhD,Divorced,55412.0,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,63,5,10.5,3,50,0.07575757575757576,0.0011369173298684423
Graduation,Single,48789.0,0,0,2012-09-10,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,680,17,37.77777777777778,1,34,0.17894736842105263,0.013937282229965157
PhD,Together,56575.0,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,542,17,30.11111111111111,3,59,0.3953488372093023,0.009580033936651584
2n Cycle,Together,25130.0,1,0,2013-10-02,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,50,5,8.333333333333334,2,46,0.45454545454545453,0.0019895746289443315
Graduation,Married,35441.0,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,39,4,7.8,3,59,0.042105263157894736,0.001100389368545793
Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,1043,23,43.458333333333336,2,70,0.45098039215686275,0.01460948005378754
Master,Single,49494.0,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,385,12,29.615384615384617,2,54,0.2553191489361702,0.007778563491261744
Graduation,Divorced,81702.0,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,1633,26,60.48148148148148,1,46,0.26262626262626265,0.019987026180189223
2n Cycle,Single,45889.0,0,1,2013-07-02,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,46,4,9.2,2,46,0.09302325581395349,0.0010023970363913707
Graduation,Single,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,761,18,40.05263157894737,2,49,0.5806451612903226,0.013438344311218634
Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,76,6,10.857142857142858,3,76,0.5,0.0022335204396508653
Graduation,Married,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,290,11,24.166666666666668,2,52,0.1774193548387097,0.007240948813982522
Graduation,Single,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,89,7,11.125,2,38,0.5384615384615384,0.002604090470199257
Graduation,Married,19419.0,1,0,2012-11-10,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,70,7,8.75,2,45,0.09090909090909091,0.003604531410916581
2n Cycle,Married,82504.0,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,1066,16,62.705882352941174,1,66,5.333333333333333,0.012920429064905157
Graduation,Together,81205.0,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,2009,18,105.73684210526316,1,56,0.4090909090909091,0.024739551264684877
2n Cycle,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,1345,17,74.72222222222223,1,35,0.6071428571428571,0.021827683019847773
Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,764,20,36.38095238095238,2,70,0.32786885245901637,0.013819299990955956
Graduation,Single,49980.0,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,195,9,19.5,2,63,0.1125,0.003901482563374082
Graduation,Married,15072.0,2,0,2013-05-10,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,53,7,6.625,3,46,0.07216494845360824,0.003516221057520069
Graduation,Single,49166.0,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,368,11,30.666666666666668,2,52,0.6111111111111112,0.007484695019016821
PhD,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,544,17,30.22222222222222,2,72,17.0,0.008327592805204745
2n Cycle,Married,82347.0,0,0,2012-11-06,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,1853,24,74.12,1,69,0.6153846153846154,0.02250206440957886
PhD,Together,30843.0,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,35,4,7.0,3,60,0.09090909090909091,0.0011347425755414344
PhD,Married,46374.0,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,446,15,27.875,2,52,7.5,0.009617250673854447
Graduation,Single,60474.0,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1180,24,47.2,2,47,0.9230769230769231,0.01951219512195122
Master,Married,38576.0,0,1,2014-03-04,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,41,4,8.2,2,53,1.3333333333333333,0.0010628094460429789
Graduation,Married,55357.0,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,727,19,36.35,3,41,0.2835820895522388,0.01313269988077604
Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,40,4,8.0,3,60,0.08,0.0010593500887205699
2n Cycle,Married,85710.0,0,0,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,1062,25,40.84615384615385,1,37,4.166666666666667,0.012390474968207115
Graduation,Together,23228.0,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,40,5,6.666666666666667,2,57,0.06944444444444445,0.001721985449222954
Master,Together,44602.0,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,292,11,24.333333333333332,3,57,0.3055555555555556,0.006546644844517185
Graduation,Married,7500.0,0,0,2013-01-09,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,15,3,3.75,1,39,0.031578947368421054,0.001999733368884149
2n Cycle,Together,38683.0,1,0,2012-10-04,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,341,11,28.416666666666668,2,37,0.13580246913580246,0.008815013959259642
2n Cycle,Single,49514.0,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,369,11,30.75,2,51,0.1774193548387097,0.007452287185701303
PhD,Together,57906.0,0,1,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,401,14,26.733333333333334,2,53,0.4666666666666667,0.006924896817310515
Master,Single,43456.0,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,393,14,26.2,2,60,14.0,0.009043422233472168
Master,Single,19485.0,2,0,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,10,3,2.5,3,40,0.037037037037037035,0.0005131889561736632
Graduation,Together,53172.0,0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,486,13,34.714285714285715,2,48,0.23636363636363636,0.009139977056024675
Graduation,Together,30545.0,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,69,5,11.5,2,47,0.06944444444444445,0.002258888234138676
PhD,Together,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,1727,16,101.58823529411765,1,43,0.5714285714285714,0.024627802178997207
Graduation,Single,62450.0,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,995,14,66.33333333333333,2,67,0.22580645161290322,0.015932491073001234
Graduation,Together,21675.0,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,45,7,5.625,2,50,0.125,0.002076028787599188
2n Cycle,Single,42395.0,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,182,8,20.22222222222222,3,45,0.2222222222222222,0.004292857816775167
Master,Together,61346.0,1,0,2013-10-06,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,989,22,43.0,2,48,0.6285714285714286,0.01612140772979934
Graduation,Together,80812.0,0,0,2013-09-17,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,1677,17,93.16666666666667,1,73,0.17708333333333334,0.020751611745634984
Master,Divorced,42835.0,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,595,16,35.0,3,55,0.24615384615384617,0.013890185825007003
Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,156,7,19.5,2,43,0.22580645161290322,0.0039075219798111365
Master,Single,86424.0,0,0,2014-04-05,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,1226,27,43.785714285714285,1,70,2.076923076923077,0.01418571015331212
2n Cycle,Together,17117.0,1,0,2013-01-17,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,128,7,16.0,2,48,0.07216494845360824,0.007477509054796121
Graduation,Single,24762.0,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,86,6,12.285714285714286,2,54,0.35294117647058826,0.0034729233130073095
Graduation,Married,35797.0,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,68,5,11.333333333333334,2,51,0.29411764705882354,0.0018995474607519972
Graduation,Divorced,36627.0,2,0,2013-07-23,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,16,3,4.0,3,51,0.0379746835443038,0.00043682428743038114
2n Cycle,Married,51111.0,1,1,2014-06-19,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,55,5,9.166666666666666,3,45,0.05952380952380952,0.0010760682422914383
PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,21,96.0909090909091,1,54,0.21649484536082475,0.02433857560616178
PhD,Together,82072.0,0,0,2013-07-02,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,2018,18,106.21052631578948,1,56,0.2647058823529412,0.024587866898980175
PhD,Single,46231.0,2,1,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,263,11,21.916666666666668,4,73,0.125,0.00568870046720886
Graduation,Married,42243.0,1,1,2013-12-11,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,55,5,9.166666666666666,3,67,0.14285714285714285,0.0013019600416627212
Graduation,Together,51195.0,1,1,2013-04-01,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,564,16,33.1764705882353,3,64,0.3404255319148936,0.011016485662942417
Master,Single,68092.0,0,0,2013-12-16,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,1281,18,67.42105263157895,1,48,2.25,0.018812506425036346
Graduation,Married,31814.0,1,0,2013-02-09,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,83,5,13.833333333333334,2,53,0.06756756756756757,0.0026088323118026086
Master,Widow,51390.0,1,1,2012-09-08,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,353,12,27.153846153846153,3,61,0.21818181818181817,0.0068689070070634935
Graduation,Married,76630.0,0,0,2014-01-14,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,1003,24,40.12,1,43,0.2553191489361702,0.013088697785491512
Basic,Single,26868.0,1,0,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,14,3,3.5,2,35,0.05660377358490566,0.0005210465592318285
PhD,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,902,22,39.21739130434783,1,83,0.4074074074074074,0.01842734274448916
PhD,Single,55260.0,0,1,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,1139,23,47.458333333333336,2,54,0.2804878048780488,0.020611281011925227
Graduation,Together,64090.0,0,1,2013-08-07,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,797,19,39.85,2,70,2.111111111111111,0.012435443353981059
Graduation,Divorced,78331.0,0,1,2014-01-23,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,1638,23,68.25,2,68,0.23469387755102042,0.020910994229689017
PhD,Married,37087.0,1,0,2013-08-11,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,401,14,26.733333333333334,2,52,0.27450980392156865,0.010812122519413287
Graduation,Divorced,21846.0,1,0,2013-10-22,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,84,7,10.5,2,40,0.1794871794871795,0.003844921499519385
Graduation,Married,81320.0,0,0,2013-02-06,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,928,17,51.55555555555556,1,68,0.27419354838709675,0.011411566508036054
Graduation,Divorced,54137.0,0,1,2013-08-16,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,203,9,20.3,2,56,0.19148936170212766,0.0037496767520041377
Graduation,Together,66825.0,0,0,2013-07-14,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,858,15,53.625,1,59,0.20270270270270271,0.012839314039445725
Graduation,Together,57100.0,0,0,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,409,12,31.46153846153846,1,53,0.6,0.0071627467119665155
Graduation,Together,58917.0,1,2,2013-03-24,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,282,11,23.5,4,57,1.0,0.004786313181031264
Graduation,Single,85072.0,0,0,2014-04-09,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,1423,17,79.05555555555556,1,49,0.17894736842105263,0.0167268110916507
Graduation,Single,86429.0,0,0,2013-11-21,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,1449,18,76.26315789473684,1,65,1.6363636363636365,0.01676501214855953
Graduation,Widow,45684.0,1,0,2013-12-02,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,28,3,7.0,2,55,0.07894736842105263,0.0006128926343438766
Graduation,Together,47889.0,1,0,2014-01-04,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,67,5,11.166666666666666,2,52,0.05263157894736842,0.001399039465441637
PhD,Married,45921.0,0,0,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,199,9,19.9,1,40,0.375,0.004333434954923566
PhD,Single,78420.0,0,0,2013-06-29,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,1453,21,66.04545454545455,1,60,0.27631578947368424,0.01852820035449688
Graduation,Together,75114.0,0,0,2013-11-07,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,1253,18,65.94736842105263,1,34,0.43902439024390244,0.016681088996871464
PhD,Widow,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,1198,25,46.07692307692308,2,63,1.0,0.022915511008244228
Master,Married,35641.0,1,0,2013-07-14,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,178,8,19.77777777777778,2,54,0.6666666666666666,0.004994108074743281
Graduation,Single,95529.0,0,0,2012-12-03,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,1990,17,110.55555555555556,1,32,0.5666666666666667,0.020831152517533758
